iter	Logloss
265	0.3614392568
266	0.3611933863
267	0.3609781416
268	0.360827712
269	0.3606028919
270	0.360369164
271	0.3600677732
272	0.3600216954
273	0.3596989448
274	0.3593990072
275	0.3592806786
276	0.3590748147
277	0.3590157576
278	0.3587282898
279	0.3585353031
280	0.3584614173
281	0.3583659223
282	0.3581946298
283	0.3579815803
284	0.3578482788
285	0.3576568778
286	0.3575256166
287	0.3573284583
288	0.3572705053
289	0.3571913788
290	0.3569953162
291	0.3568657424
292	0.3567116802
293	0.3565799643
294	0.3565301425
295	0.3563851629
296	0.3562855307
297	0.356058252
298	0.3559237906
299	0.3559091792
300	0.3557770121
301	0.3556316067
302	0.3556008528
303	0.3555899706
304	0.3553160136
305	0.3549127898
306	0.3548715813
307	0.3548030495
308	0.3546021466
309	0.3542045467
310	0.3539493039
311	0.3538799322
312	0.3536573757
313	0.3534902305
314	0.3534308196
315	0.3533991627
316	0.3533299459
317	0.3531774943
318	0.3530603165
319	0.3529247657
320	0.3528051255
321	0.3526985993
322	0.3525485767
323	0.3523049633
324	0.3521745789
325	0.3519668463
326	0.3518372628
327	0.3514244102
328	0.3513159199
329	0.3512022798
330	0.3510407569
331	0.3508710981
332	0.3507263343
333	0.3505730295
334	0.3504096307
335	0.3502429172
336	0.3502310019
337	0.3499977563
338	0.3499140557
339	0.3497691665
340	0.3496765908
341	0.3494639414
342	0.3493292096
343	0.3490876342
344	0.349044346
345	0.3489275888
346	0.3487219419
347	0.3486063107
348	0.3484031472
349	0.3482142005
350	0.3480974312
351	0.3479490187
352	0.3478741481
353	0.3476448653
354	0.3475572088
355	0.3474293682
356	0.3471487695
357	0.3469653039
358	0.3467132259
359	0.3465284603
360	0.3464539302
361	0.3462123093
362	0.346069931
363	0.3458925108
364	0.3458381594
365	0.3455211467
366	0.3453754467
367	0.3452350401
368	0.345085003
369	0.3448715244
370	0.3445333304
371	0.3442741119
372	0.3440921065
373	0.3440259195
374	0.3439458012
375	0.3438187353
376	0.3438134439
377	0.3436876627
378	0.3436061193
379	0.3433709087
380	0.3432570763
381	0.3431698338
382	0.3430346052
383	0.3428130342
384	0.3426705439
385	0.3426576104
386	0.3424857719
387	0.3423178299
388	0.3422053584
389	0.3419976626
390	0.3418818419
391	0.3416542519
392	0.3413654447
393	0.3412649093
394	0.3410923482
395	0.3410299136
396	0.3409773692
397	0.34091748
398	0.340810176
399	0.3407894016
400	0.3406349921
401	0.3404222332
402	0.3403124217
403	0.3401892569
404	0.3400120254
405	0.3399967162
406	0.3399067292
407	0.3397573254
408	0.3395302579
409	0.3393461804
410	0.3391793537
411	0.3390448443
412	0.338879945
413	0.3386890522
414	0.3385842312
415	0.3385092972
416	0.3381763838
417	0.3381239667
418	0.3380643444
419	0.3379858588
420	0.3378649207
421	0.3378263852
422	0.3376988734
423	0.3376039032
424	0.3375833671
425	0.3374448005
426	0.3372641295
427	0.3371777084
428	0.3370863267
429	0.3369284775
430	0.3367745197
431	0.3365627687
432	0.336457505
433	0.3363328873
434	0.3362771082
435	0.3360708151
436	0.3360558827
437	0.3358772356
438	0.33582199
439	0.3356946544
440	0.3354950702
441	0.3354803736
442	0.3353468851
443	0.3351160379
444	0.3351138635
445	0.3349395264
446	0.3348362939
447	0.3348233732
448	0.3347531303
449	0.334694463
450	0.3345942928
451	0.3343865305
452	0.3343554759
453	0.3342495919
454	0.334069512
455	0.3340268082
456	0.3338126581
457	0.3336662813
458	0.3335676272
459	0.3334198604
460	0.3332697383
461	0.3332036572
462	0.333023146
463	0.333004929
464	0.3329212051
465	0.3328038742
466	0.3326514087
467	0.3324261701
468	0.3323371084
469	0.3322953782
470	0.3322354956
471	0.3321459598
472	0.3320145478
473	0.3319328367
474	0.3319199822
475	0.3319005643
476	0.3317143187
477	0.3315846079
478	0.3314604578
479	0.3313203751
480	0.3312186522
481	0.3311525874
482	0.3309950781
483	0.3309704981
484	0.3308074535
485	0.3306494535
486	0.3304647472
487	0.3303626326
488	0.3302794134
489	0.3301821911
490	0.3300874675
491	0.3300157159
492	0.329999856
493	0.3298430063
494	0.3297584743
495	0.3296012252
496	0.3294539975
497	0.3294317764
498	0.3293639031
499	0.3292275222
500	0.32912329
501	0.3290141321
502	0.3289339567
503	0.3287865706
504	0.3286445297
505	0.3284718905
506	0.3284047067
507	0.3282355991
508	0.3282238933
509	0.328201458
510	0.3279423013
511	0.3278766545
512	0.327726163
513	0.3276653879
514	0.3276422366
515	0.3273566926
516	0.3271504145
517	0.3269755254
518	0.3269286993
519	0.3266985461
520	0.3265999249
521	0.3265124061
522	0.3264110746
523	0.326348536
524	0.3262939953
525	0.3261141304
526	0.3260976112
527	0.3260162693
528	0.3258487571
529	0.325797484
530	0.3257758305
531	0.325674995
532	0.3256223784
533	0.3254523654
534	0.325363606
535	0.325287955
536	0.3252442247
537	0.3250157737
538	0.3250032625
539	0.324926483
540	0.3248761636
541	0.324738581
542	0.324623593
543	0.324399823
544	0.3240932374
545	0.324083375
546	0.3240717466
547	0.3240239635
548	0.3238492623
549	0.3237130764
550	0.3235270541
551	0.3234619275
552	0.323395934
553	0.3233541436
554	0.3230227311
555	0.3228335048
556	0.322751205
557	0.3226352951
558	0.3225306346
559	0.32252077
560	0.3223917341
561	0.3222362675
562	0.3220415861
563	0.3218080596
564	0.3216123893
565	0.3215036035
566	0.3214234481
567	0.3212899358
568	0.3211430093
569	0.3210446891
570	0.3208882801
571	0.3208524314
572	0.3208215422
573	0.3208013866
574	0.3207578286
575	0.3206991754
576	0.3205244397
577	0.3203329705
578	0.3202877891
579	0.3202791754
580	0.3202028286
581	0.3200489289
582	0.3199776181
583	0.3198564919
584	0.3198046031
585	0.3196464111
586	0.3196360056
587	0.3195999029
588	0.3194116965
589	0.3192458397
590	0.3190805637
591	0.3190345237
592	0.3188555354
593	0.318599994
594	0.318534204
595	0.3184116327
596	0.3182939428
597	0.3180995541
598	0.3179698474
599	0.3177864183
600	0.3176616651
601	0.3175533683
602	0.3175403992
603	0.3174765294
604	0.3173722374
605	0.317310179
606	0.3172341443
607	0.3172127688
608	0.3170936975
609	0.3168817852
610	0.3166734626
611	0.3165956489
612	0.3164892775
613	0.3162613103
614	0.3161905357
615	0.316070906
616	0.3160043481
617	0.3158228064
618	0.3157526089
619	0.3156514133
620	0.3154420354
621	0.3153641974
622	0.3150790023
623	0.3149889732
624	0.3148084587
625	0.3147132832
626	0.3146272885
627	0.3145209376
628	0.3144017033
629	0.3141769852
630	0.3140161215
631	0.313879575
632	0.3137753212
633	0.3136758683
634	0.3136197675
635	0.3134788166
636	0.3133649404
637	0.3132177204
638	0.3131611914
639	0.31306138
640	0.312889357
641	0.3128191514
642	0.3127257218
643	0.3126012014
644	0.3125823156
645	0.3124264108
646	0.3123792383
647	0.3123191408
648	0.3122385884
649	0.3122285158
650	0.3122192505
651	0.3121479717
652	0.3120697561
653	0.3119151852
654	0.3118834598
655	0.3117790716
656	0.3116023539
657	0.3114792448
658	0.3113426637
659	0.311275394
660	0.311204839
661	0.3111264356
662	0.3109293657
663	0.310829266
664	0.3107812414
665	0.3106010626
666	0.3104564304
667	0.3103295517
668	0.3102488184
669	0.3099405207
670	0.3098421643
671	0.3096978489
672	0.3095418166
673	0.3094522993
674	0.3092802119
675	0.309182252
676	0.3089164257
677	0.3088485918
678	0.3088190671
679	0.308658155
680	0.3085519069
681	0.3084132715
682	0.3082499308
683	0.3081066392
684	0.3080026045
685	0.3077815012
686	0.307681062
687	0.3075950358
688	0.307517945
689	0.3073406569
690	0.3071805423
691	0.3070582984
692	0.3069645842
693	0.3068149312
694	0.3067541961
695	0.306663947
696	0.3066565908
697	0.3065218311
698	0.3065147056
699	0.3062121242
700	0.3061654874
701	0.3061600705
702	0.306048899
703	0.305991722
704	0.3059219043
705	0.3057597487
706	0.3057266123
707	0.3056712942
708	0.3055174538
709	0.3053732571
710	0.3053118984
711	0.3052535102
712	0.3050479949
713	0.3048801882
714	0.3046129043
715	0.3045745334
716	0.3044963873
717	0.3044656084
718	0.3043374386
719	0.3042391429
720	0.3040609924
721	0.3040331672
722	0.3038577374
723	0.3038507104
724	0.3037478402
725	0.3037075149
726	0.3036434738
727	0.3035786006
728	0.3032936578
729	0.3032912344
730	0.3032388333
731	0.3031088401
732	0.303102627
733	0.3030365788
734	0.3028907737
735	0.3026359714
736	0.302561515
737	0.3024986247
738	0.3024173402
739	0.3021433692
740	0.3019050898
741	0.3018335143
742	0.3017612502
743	0.3017202124
744	0.3016292001
745	0.3013395753
746	0.3012770676
747	0.3011581896
748	0.3011012729
749	0.3010745892
750	0.3008753738
751	0.3007974529
752	0.3007055466
753	0.3006621681
754	0.3004523413
755	0.3003804619
756	0.3003169114
757	0.3002551172
758	0.3000768964
759	0.3000044514
760	0.2998964975
761	0.2998369043
762	0.2997273978
763	0.2995846927
764	0.2995082862
765	0.2993281923
766	0.2991139529
767	0.2989013406
768	0.2988172756
769	0.2986464545
770	0.2985165461
771	0.2983938458
772	0.2982307458
773	0.2981181259
774	0.2979710297
775	0.2978947852
776	0.2977298081
777	0.2976477889
778	0.2973740689
779	0.2973587087
780	0.2973535937
781	0.29733213
782	0.2972427044
783	0.2971836675
784	0.2971065566
785	0.2970721454
786	0.2969343017
787	0.2968477328
788	0.2967285341
789	0.2966589652
790	0.296549942
791	0.2964744734
792	0.2964194222
793	0.2963455444
794	0.2962377589
795	0.296163299
796	0.2960749133
797	0.2959444731
798	0.2958871131
799	0.2957701271
800	0.2956275232
801	0.2955378034
802	0.2954403968
803	0.2954305996
804	0.295375789
805	0.2953113021
806	0.2951348094
807	0.2951006067
808	0.2950618656
809	0.2949870922
810	0.2949267477
811	0.2948446377
812	0.2948402747
813	0.2946396304
814	0.2945409061
815	0.2944502157
816	0.2943772844
817	0.2943265773
818	0.2942889445
819	0.2942145421
820	0.294143211
821	0.2940641894
822	0.2939097177
823	0.2937923401
824	0.2937504389
825	0.2936447849
826	0.2935663205
827	0.2933781528
828	0.2933178287
829	0.2931824424
830	0.2929120362
831	0.2928552306
832	0.2927895234
833	0.292680154
834	0.2924434957
835	0.2924124184
836	0.2923711617
837	0.2923111692
838	0.2920859074
839	0.2919194786
840	0.2918787859
841	0.2918320551
842	0.2918161297
843	0.2916562253
844	0.2916216757
845	0.2913308629
846	0.2911642557
847	0.2911030454
848	0.2910148868
849	0.2909707763
850	0.2909137088
851	0.2908779628
852	0.2907785026
853	0.2907234163
854	0.290698323
855	0.290678864
856	0.2906143945
857	0.2905077445
858	0.290458642
859	0.2903973386
860	0.290204486
861	0.2901727169
862	0.2900547481
863	0.2898990867
864	0.2898236012
865	0.2897884794
866	0.2896682815
867	0.289591758
868	0.2895119245
869	0.2894341046
870	0.2893682288
871	0.2893068216
872	0.2890516864
873	0.2889216982
874	0.2888192689
875	0.2887622425
876	0.2885700594
877	0.2885051932
878	0.288478819
879	0.2882777671
880	0.2882495552
881	0.2881462058
882	0.2880576915
883	0.2879962305
884	0.2879607386
885	0.2879410974
886	0.2878811022
887	0.2878326699
888	0.287599309
889	0.2874953139
890	0.2874228076
891	0.2873712506
892	0.2872166209
893	0.2870867011
894	0.2869708296
895	0.2869212878
896	0.2868402221
897	0.2867235133
898	0.2865716273
899	0.2864798743
900	0.2863828442
901	0.2863003443
902	0.2862464753
903	0.2862126262
904	0.2861296741
905	0.286088819
906	0.2860146221
907	0.2859406243
908	0.2858147171
909	0.2857111713
910	0.2855709913
911	0.2854902059
912	0.2853895376
913	0.2853375705
914	0.2851907913
915	0.2850282158
916	0.2849009673
917	0.2847526751
918	0.2846996785
919	0.2845123789
920	0.2844770658
921	0.2844253886
922	0.2843653565
923	0.2843151685
924	0.284218387
925	0.2841920901
926	0.2841370647
927	0.2840805306
928	0.2839960141
929	0.2839623514
930	0.2839117821
931	0.2837564277
932	0.2837264438
933	0.2836043733
934	0.2835362909
935	0.2834331605
936	0.2831920652
937	0.283122455
938	0.2830523691
939	0.2830127502
940	0.282934359
941	0.2828785155
942	0.2827530841
943	0.2827108772
944	0.2826195785
945	0.2823383459
946	0.2820925205
947	0.2818797766
948	0.2818133085
949	0.2816323452
950	0.2815721668
951	0.2815028567
952	0.2814356811
953	0.2813762897
954	0.2812531249
955	0.2811602358
956	0.2810284224
957	0.2809038247
958	0.2807862258
959	0.2806792038
960	0.2804342469
961	0.2803770213
962	0.2803368112
963	0.2802556536
964	0.2802183749
965	0.280044975
966	0.2798175142
967	0.2797564197
968	0.2796258255
969	0.2795959213
970	0.2794845001
971	0.2794080345
972	0.2793431401
973	0.2792826037
974	0.2792114581
975	0.2791805498
976	0.2790204427
977	0.2789443155
978	0.2789249376
979	0.2788544409
980	0.2786880532
981	0.2786677132
982	0.2784830443
983	0.2783877103
984	0.2782986897
985	0.2782429975
986	0.2781849843
987	0.2781766262
988	0.2780876533
989	0.2779953683
990	0.2779450666
991	0.2776997815
992	0.277578922
993	0.2775042478
994	0.277417667
995	0.2773249928
996	0.2771343003
997	0.2770568171
998	0.2768350259
999	0.2767535052
