iter	Logloss
526	0.2117353626
527	0.2114695336
528	0.2111270597
529	0.2111001986
530	0.2107906043
531	0.2105644634
532	0.2103496054
533	0.2100137915
534	0.2095567186
535	0.2093124379
536	0.2091798582
537	0.2089063993
538	0.2086866297
539	0.2085055118
540	0.2082401653
541	0.2080548723
542	0.2077628483
543	0.2073117834
544	0.2072473492
545	0.2070310973
546	0.2066774654
547	0.206392839
548	0.2063424247
549	0.2058809993
550	0.2055437001
551	0.2053981916
552	0.2051340828
553	0.2049384187
554	0.2046753185
555	0.2043773316
556	0.2039958451
557	0.2037887345
558	0.2034745813
559	0.2033329759
560	0.2032027653
561	0.202918577
562	0.2028931822
563	0.2025972495
564	0.2024987405
565	0.2021705908
566	0.2019918622
567	0.2018537539
568	0.2015473041
569	0.2014106639
570	0.2009941602
571	0.2008591363
572	0.2006874396
573	0.2006110807
574	0.2004289471
575	0.2001583038
576	0.1998594578
577	0.1996927406
578	0.1994819654
579	0.1991830014
580	0.1988397611
581	0.1984865453
582	0.1983305635
583	0.1981078763
584	0.1978259169
585	0.1977545252
586	0.1976100797
587	0.1971966174
588	0.1970346957
589	0.1966640928
590	0.1965111449
591	0.1963490055
592	0.1963222325
593	0.1961189894
594	0.1959014694
595	0.1957247147
596	0.1956157662
597	0.1955504239
598	0.1954936675
599	0.1952401648
600	0.1950185271
601	0.1947646147
602	0.194607011
603	0.1942940471
604	0.1940106427
605	0.193930426
606	0.1937619175
607	0.1935748205
608	0.1934314153
609	0.1932239704
610	0.1930637951
611	0.1927009848
612	0.1924907854
613	0.1924476525
614	0.1923239614
615	0.1921816841
616	0.1919365689
617	0.1916423523
618	0.1913580238
619	0.1909613718
620	0.1907557288
621	0.190536763
622	0.1903758969
623	0.1901902392
624	0.1900468144
625	0.1898776885
626	0.1896080145
627	0.1893297763
628	0.1892569434
629	0.189100976
630	0.1886511197
631	0.1885262866
632	0.1882419654
633	0.1879238737
634	0.1878447025
635	0.1875621097
636	0.1874527589
637	0.1872060742
638	0.1869892876
639	0.1866336834
640	0.1863570126
641	0.1861246501
642	0.1857732702
643	0.1857240133
644	0.185622294
645	0.1852977505
646	0.1851038609
647	0.1848562633
648	0.1845957654
649	0.1844705852
650	0.1842502538
651	0.1840764141
652	0.1839030706
653	0.1835166502
654	0.1830945748
655	0.1828323427
656	0.1826349809
657	0.1825587337
658	0.1824003725
659	0.1821830796
660	0.1820238176
661	0.1819302455
662	0.181819107
663	0.1816491464
664	0.18153588
665	0.1813428583
666	0.1812317997
667	0.1808060477
668	0.1807077719
669	0.180483899
670	0.1802402337
671	0.1800782321
672	0.1797425909
673	0.1796633997
674	0.1795444512
675	0.1793006607
676	0.1791383483
677	0.1789499195
678	0.1788017797
679	0.1786785991
680	0.1784845334
681	0.1781722558
682	0.1781292128
683	0.1780263838
684	0.1779133999
685	0.1777834123
686	0.1773740309
687	0.1769878645
688	0.1768509386
689	0.1765871699
690	0.1764560475
691	0.1761468974
692	0.1759328949
693	0.1757615435
694	0.1756478959
695	0.1755653076
696	0.1752613814
697	0.1751413406
698	0.1751221737
699	0.1747780641
700	0.1744874654
701	0.1743050531
702	0.174203996
703	0.1738836554
704	0.1738747837
705	0.1736991548
706	0.1736561786
707	0.1734630898
708	0.1731665236
709	0.1729065755
710	0.1728288139
711	0.1724491966
712	0.1723419336
713	0.1721992106
714	0.1721276276
715	0.1718240289
716	0.1715398853
717	0.1713400038
718	0.1711354826
719	0.170859163
720	0.1706447518
721	0.170238613
722	0.170162551
723	0.1700440928
724	0.1697595579
725	0.1693525475
726	0.1691506849
727	0.1690535792
728	0.1687367301
729	0.1686826897
730	0.1686344195
731	0.1685058468
732	0.168352836
733	0.1681397793
734	0.1677440742
735	0.1676235021
736	0.1674827266
737	0.1672836869
738	0.167174969
739	0.1669722299
740	0.1669329168
741	0.1667378207
742	0.1666330711
743	0.1664571492
744	0.1661672483
745	0.1660425618
746	0.1658406827
747	0.1656282881
748	0.1655404366
749	0.16538336
750	0.1652550033
751	0.1650479159
752	0.1649118814
753	0.1647400372
754	0.1646616163
755	0.1645481473
756	0.1643995783
757	0.1642521043
758	0.1642445179
759	0.1640329136
760	0.1639555061
761	0.1638114274
762	0.1637722332
763	0.1635861931
764	0.1633351076
765	0.1632411335
766	0.1630964425
767	0.1629661441
768	0.1626554932
769	0.1626228346
770	0.1623801341
771	0.1622197808
772	0.1620962476
773	0.161937638
774	0.1618055159
775	0.1617280008
776	0.1616953333
777	0.1614822074
778	0.161237724
779	0.1610727164
780	0.1609895965
781	0.1608547477
782	0.1608322156
783	0.1606992569
784	0.1606039612
785	0.1605386368
786	0.1603672328
787	0.1603319488
788	0.1602256979
789	0.1600353153
790	0.1599674134
791	0.159775382
792	0.1597276528
793	0.1596116341
794	0.1594809087
795	0.1593497849
796	0.159191883
797	0.1590295145
798	0.1588345574
799	0.1586809877
800	0.1585194776
801	0.1583926579
802	0.1581090173
803	0.1580446555
804	0.1579130672
805	0.1578161454
806	0.1575436337
807	0.1574304952
808	0.1572629658
809	0.1572003433
810	0.1571720317
811	0.1570450473
812	0.1569000544
813	0.1568900368
814	0.1567699983
815	0.1565658737
816	0.156405842
817	0.1561804837
818	0.1561697082
819	0.1560847823
820	0.1560231041
821	0.1557988341
822	0.155633096
823	0.1555112573
824	0.1553490676
825	0.1552267755
826	0.155118765
827	0.1550469948
828	0.1549091351
829	0.1548438682
830	0.1546965149
831	0.1546523832
832	0.1545632689
833	0.1544836095
834	0.154367993
835	0.1542234938
836	0.1540438881
837	0.1538922862
838	0.1537191466
839	0.1535507167
840	0.15325364
841	0.1531630918
842	0.1529549666
843	0.1527305677
844	0.1525788917
845	0.1525087469
846	0.152326264
847	0.1519925549
848	0.1519130242
849	0.1518202391
850	0.1515514729
851	0.15115368
852	0.1510461386
853	0.1509342787
854	0.1507334808
855	0.1505124861
856	0.1503147614
857	0.1502813555
858	0.1500585591
859	0.1498670274
860	0.1495138383
861	0.1493545024
862	0.1491221696
863	0.1489644942
864	0.1488882015
865	0.1487485781
866	0.148685393
867	0.1486551772
868	0.14841393
869	0.1482646386
870	0.1482379474
871	0.1480873581
872	0.1480164623
873	0.1478654673
874	0.1476787062
875	0.1475239496
876	0.1472662852
877	0.1470790257
878	0.1468677413
879	0.1467864424
880	0.1465471586
881	0.1462907807
882	0.1461771931
883	0.1459409186
884	0.1457416687
885	0.1455674743
886	0.1455097478
887	0.1452021833
888	0.1450650857
889	0.1449021166
890	0.1447975716
891	0.1445961228
892	0.1445596099
893	0.1444936961
894	0.1444066983
895	0.1441783193
896	0.1440886484
897	0.1439634753
898	0.1437399584
899	0.1434462054
900	0.1433697632
901	0.1433037207
902	0.143220698
903	0.1430435006
904	0.1427836986
905	0.1425445839
906	0.1423463661
907	0.1421864509
908	0.1420865902
909	0.1418964008
910	0.1417050756
911	0.1416230068
912	0.1414514985
913	0.1412697962
914	0.1409960648
915	0.1409209183
916	0.140755165
917	0.1404913383
918	0.1403937726
919	0.1403084937
920	0.1400594622
921	0.1397909111
922	0.139632235
923	0.1394151165
924	0.1393083177
925	0.1391017169
926	0.1389417057
927	0.1387455483
928	0.1386195545
929	0.138558613
930	0.1384320861
931	0.1383055273
932	0.1382954521
933	0.1381337912
934	0.137977143
935	0.1378218642
936	0.1377197189
937	0.1375497293
938	0.1373970962
939	0.1373597884
940	0.1372942858
941	0.1371920798
942	0.1370749216
943	0.1368602351
944	0.1367791488
945	0.1367704921
946	0.1367021077
947	0.1366676686
948	0.1365399834
949	0.1364926645
950	0.1363005753
951	0.1361678321
952	0.1359470114
953	0.1357689207
954	0.1356570947
955	0.1353635741
956	0.1351704001
957	0.1351479871
958	0.1350457634
959	0.1348477343
960	0.1346267293
961	0.134411649
962	0.1343115541
963	0.1339993966
964	0.13393797
965	0.1338888554
966	0.1337226182
967	0.1336129742
968	0.1334614621
969	0.1332252602
970	0.1329838206
971	0.1329238158
972	0.1327512246
973	0.1325837624
974	0.1324524909
975	0.1322648625
976	0.132102111
977	0.1319676217
978	0.1319229832
979	0.1318552909
980	0.1317320605
981	0.1315591609
982	0.1314263553
983	0.1313294224
984	0.1311391808
985	0.1309213434
986	0.1308951504
987	0.1308124721
988	0.1307254317
989	0.1306145945
990	0.1304732415
991	0.130365196
992	0.1303567821
993	0.1301975042
994	0.130068523
995	0.1298624483
996	0.1296927512
997	0.1296424842
998	0.1295305041
999	0.1293773768
